2303.TW,High,Low,Open,Close,d_Close,RSI9,RSI15,MA5,MA20,MA60,d_CO,d_HL,Adj_Close,Volume,VA/D,d_VA/D,%R8,%R21,DIF,DEM,d_MA5/20
2000-01-04,64.9758,62.529,63.6164,64.4321,0.0,0.0,0.0,64.4321,64.4321,64.4321,0.8157,2.4468,33.1549,332.6306,332.6306,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-05,64.4321,62.529,63.0727,64.1602,-0.2719,0.0,0.0,64.29615,64.29615,64.29615,1.0875,1.9031,33.015,292.7544,541.732095413,209.101495413,-1.0,-1.0,-0.021688034188,-0.00433760683761,0.0
2000-01-06,64.1602,62.529,64.1602,62.801,-1.3592,0.0,0.0,63.7977666667,63.7977666667,63.7977666667,-1.3592,1.6312,32.3156,248.929,375.820123368,-165.911972045,-1.0,-1.0,-0.0980685392164,-0.0230837933134,0.0
2000-01-07,61.7135,59.2666,61.1696,60.8979,-1.9031,0.0,0.0,63.0728,63.0728,63.0728,-0.2717,2.4469,31.3363,269.229,465.570458608,89.7503352405,-1.0,-1.0,-0.346557042709,-0.0877784431925,0.0
2000-01-10,63.0727,58.1792,58.1792,62.529,1.6311,0.315780303177,0.315780303177,62.96404,62.96404,62.96404,4.3498,4.8935,32.1756,380.4882,761.509180999,295.938722391,0.0,0.0,-0.466813767181,-0.16358550799,0.0
2000-01-11,64.1602,59.8104,63.6164,60.3541,-2.1749,0.222214653552,0.222214653552,62.14844,62.52905,62.52905,-3.2623,4.3498,31.0565,286.3069,546.775714964,-214.733466035,-1.0,-1.0,-0.588241243423,-0.248516655077,-0.38061
2000-01-12,61.9852,60.0823,60.3541,61.9852,1.6311,0.363626230312,0.363626230312,61.71344,62.4513571429,62.4513571429,1.6311,1.9029,31.8958,181.8928,728.668514964,181.8928,-1.86690156532e-15,-1.86690156532e-15,-0.64956856819,-0.328727037699,-0.737917142857
2000-01-13,61.9852,60.3541,61.4416,60.3541,-1.6311,0.307685052441,0.307685052441,61.22406,62.1892,62.1892,-1.0875,1.6311,31.0565,162.4679,566.200614964,-162.4679,-0.857120336311,-0.857120336311,-0.749852158041,-0.412952061768,-0.96514
2000-01-14,62.2571,60.3541,61.1696,61.1696,0.8155,0.357132222212,0.357132222212,61.2784,62.0759111111,62.0759111111,0.0,1.903,31.4761,201.5694,537.389854691,-28.8107602733,-0.21429322123,-0.21429322123,-0.781927025782,-0.486747054571,-0.797511111111
2000-01-17,63.3446,62.2571,63.0727,62.529,1.3594,0.425528084963,0.425528084963,61.2784,62.12122,62.12122,-0.5437,1.0875,32.1756,150.5383,462.127625992,-75.2622286988,-0.071387283237,-0.071387283237,-0.684285374858,-0.526254718628,-0.84282
2000-01-18,62.529,60.8979,62.529,61.1696,-1.3594,0.392151347297,0.384608854966,61.4415,62.0347090909,62.0347090909,-1.3594,1.6311,31.4761,118.1796,383.319489814,-78.808136178,-0.785733053074,-0.785733053074,-0.697580544364,-0.560519883775,-0.593209090909
2000-01-19,61.9852,60.3541,61.1696,60.3541,-0.8155,0.408156984033,0.36363210765,61.11528,61.8946583333,61.8946583333,-0.8155,1.6311,31.0565,131.7043,251.615189814,-131.7043,-0.642827115081,-0.642827115081,-0.754264445892,-0.599268796199,-0.779378333333
2000-01-20,60.626,58.9948,60.3541,60.3541,0.0,0.476186722719,0.36363210765,61.11528,61.7761538462,61.7761538462,0.0,1.6312,31.0565,161.4662,359.252724071,107.637534257,-0.428560168156,-0.428560168156,-0.844294403547,-0.648273917668,-0.660873846154
2000-01-21,62.529,61.1696,61.4416,61.7135,1.3594,0.463418354073,0.416666666667,61.22406,61.7716785714,61.7716785714,0.2719,1.3594,31.756,146.734,329.936147346,-29.316576725,-0.0832873520937,-0.071387283237,-0.769664377168,-0.672552009568,-0.547618571429
2000-01-24,64.1602,62.529,62.529,63.6164,1.9029,0.6500004598,0.477608498724,61.44154,61.89466,61.89466,1.0874,1.6312,32.7352,280.1502,423.296648032,93.3605006866,0.0,0.0,-0.566881714025,-0.65141795046,-0.45312
2000-01-25,64.1602,62.801,63.6164,63.8883,0.2719,0.600004203844,0.485291890254,61.98528,62.0192625,62.0192625,0.2719,1.3592,32.8751,165.3322,522.481371311,99.1847232784,-0.49995402017,-0.399970572367,-0.385276702002,-0.598189700768,-0.0339825
2000-01-26,68.2381,65.2477,65.2477,67.9664,4.0781,0.81818409811,0.585369135946,63.50774,62.3690941176,62.3690941176,2.7187,2.9904,34.9735,509.9318,939.751005674,417.269634363,0.0,0.0,0.0541765319427,-0.467716454226,1.13864588235
2000-01-27,69.5976,67.1506,69.5976,67.9664,0.0,0.804882206233,0.623376995615,65.0302,62.6800555556,62.6800555556,-1.6312,2.447,34.9735,294.788,841.520464113,-98.2305415611,-0.749995402299,-0.652182952183,0.462922210595,-0.281588721262,2.35014444444
2000-01-28,66.8789,65.2477,66.8789,65.5195,-2.4469,0.622219860881,0.607593168569,65.7914,62.8295,62.8295,-1.3594,1.6312,33.7144,220.7771,694.317684589,-147.202779524,-1.0,-1.0,0.588123272666,-0.107646322476,2.9619
2000-01-31,66.607,64.4321,64.7039,66.607,1.0875,0.727274247212,0.597403217793,66.38952,63.018375,63.018375,1.9031,2.1749,34.274,123.8495,818.167184589,123.8495,-0.458329501916,-0.458329501916,0.701201047535,0.054123151526,3.371145
2000-02-01,67.6945,65.7914,67.6945,66.8789,0.2719,0.785709281348,0.671429171965,66.98764,63.140715,63.2022095238,-0.8156,1.9031,34.4139,138.1527,837.905358689,19.7381741002,-0.583325670498,-0.583325670498,0.841445446107,0.211587610442,3.846925
2000-02-09,69.0537,67.1506,69.0537,67.6945,0.8156,0.799995095715,0.656718876097,66.93326,63.31743,63.4064045455,-1.3592,1.9031,34.8336,205.6406,749.807633304,-88.0977253849,-0.5,-0.5,1.02847857381,0.374965803115,3.61583
2000-02-10,67.4226,65.2477,67.4226,66.3351,-1.3594,0.688880351801,0.66666295128,66.607,63.494135,63.5337391304,-1.0875,2.1749,34.1341,142.2646,749.801092102,-0.00654120189452,-0.833333333333,-0.833333333333,1.03859423142,0.507691488776,3.112865
